,1540_T_純金上場信託ETF_日足,7974_T_任天堂_日足,AAPL_アップル_日足
2025-03-30,1.1328531412565026,1.1786642462440104,0.8710948036260863
2025-03-31,1.1412565026010404,1.099796541719146,0.8880050442119831
2025-04-01,1.145658263305322,1.1101309305879214,0.8922425756314183
2025-04-02,1.1364545818327332,1.1335192843435709,0.8950409454367058
2025-04-03,1.1192476990796318,1.0965330504974276,0.8122889693838858
2025-04-04,1.1008403361344539,1.0853283973028605,0.7530833069468713
2025-04-05,1.1008403361344539,1.0853283973028605,0.7530833069468713
2025-04-06,1.1008403361344539,1.0853283973028605,0.7530833069468713
2025-04-07,1.061624649859944,1.0001512764160068,0.7254193615062565
2025-04-08,1.078031212484994,1.070533903764403,0.689280292146998
2025-04-09,1.068827531012405,1.0231044980087605,0.7949390155113306
2025-04-10,1.1100440176070427,1.1427658428051066,0.761238556093709
2025-04-11,1.12124849939976,1.0921817288684694,0.79214058462627
2025-04-12,1.12124849939976,1.0921817288684694,0.79214058462627
2025-04-13,1.12124849939976,1.0921817288684694,0.79214058462627
2025-04-14,1.1260504201680672,1.1259044714928943,0.8096104991732241
2025-04-15,1.127250900360144,1.1210092346603164,0.8080913841360682
2025-04-16,1.1432573029211686,1.0921817288684694,0.7766296205626766
2025-04-17,1.1556622649059625,1.1253605562892746,0.787463339920176
2025-04-18,1.1532613045218087,1.1280801323073733,0.787463339920176
2025-04-19,1.1532613045218087,1.1280801323073733,0.787463339920176
2025-04-20,1.1532613045218087,1.1280801323073733,0.787463339920176
2025-04-21,1.1600640256102441,1.1144822522168794,0.7721921750458343
2025-04-22,1.1876750700280112,1.1068674393662028,0.7984969733750825
2025-04-23,1.1420568227290917,1.1329753691399511,0.8179257162458512
2025-04-24,1.1484593837535013,1.1966134479634625,0.8329969059430129
2025-04-25,1.144857943177271,1.2401266642530429,0.8366348172297733
2025-04-26,1.144857943177271,1.2401266642530429,0.8366348172297733
2025-04-27,1.144857943177271,1.2401266642530429,0.8366348172297733
2025-04-28,1.1404561824729893,1.2439340706783812,0.8400728144191265
2025-04-29,1.1404561824729893,1.2439340706783812,0.8443503530899524
2025-04-30,1.139655862344938,1.2869033717643419,0.8495073794138684
2025-05-01,1.1276510604241696,1.3211700295923865,0.8527854697572055
2025-05-02,1.1440576230492197,1.3445583833480361,0.8209239390687728
2025-05-03,1.1440576230492197,1.3445583833480361,0.8209239390687728
2025-05-04,1.1440576230492197,1.3445583833480361,0.8209239390687728
2025-05-05,1.1440576230492197,1.3445583833480361,0.795098922357347
2025-05-06,1.1440576230492197,1.3445583833480361,0.7935797462404177
2025-05-07,1.1708683473389356,1.3434705529407964,0.7845450094404898
2025-05-08,1.1660664265706282,1.3075721495018926,0.7895021827467721
2025-05-09,1.166466586634654,1.2858155413571024,0.793659760743199
2025-05-10,1.166466586634654,1.2858155413571024,0.793659760743199
2025-05-11,1.166466586634654,1.2858155413571024,0.793659760743199
2025-05-12,1.1564625850340136,1.259707611583354,0.8437763253822128
2025-05-13,1.1616646658663465,1.3059404038910334,0.8523425803223449
2025-05-14,1.1480592236894758,1.2727615764702283,0.8499408625636695
2025-05-15,1.1084433773509403,1.2450219010856207,0.8464182698885514
2025-05-16,1.132452981192477,1.2662345940267912,0.8456577045537171
2025-05-17,1.132452981192477,1.2662345940267912,0.8456577045537171
2025-05-18,1.132452981192477,1.2662345940267912,0.8456577045537171
2025-05-19,1.1328531412565026,1.2640589332123122,0.8357304701090249
2025-05-20,1.1236494597839135,1.2542684595471565,0.8280448633376726
2025-05-21,1.1524609843937574,1.2254409537553095,0.8089508987033498
2025-05-22,1.1556622649059625,1.2183700561082527,0.8060287812777304
2025-05-23,1.1552621048419367,1.2836398805426235,0.7816509887105033
