Date,1540_T_純金上場信託ETF_四半期足,1942_T_Kandenko Co,5838_T_楽天銀行_四半期足,5844_T_京都銀行_四半期足,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,AAPL_アップル_四半期足,MSFT_Microsoft_四半期足
2020-04-01,1.9544764795144158,1.7818905828057416,,0.5833961916045864,1.014943333523666,3.336102337642791,20.555833378019567,9.511752950810626
2020-07-01,1.8239757207890743,1.7160930674300785,,0.6935848905828321,1.2623072103874096,4.664325704590987,26.14982268317533,9.854273179843016
2020-10-01,1.8148710166919575,1.9725210993169,,0.8286792742967813,1.342059933114999,5.345722373761323,30.012998995527138,10.447989499875366
2021-01-01,1.787556904400607,2.0760449783111876,,0.8845283011058838,1.419768642917459,5.77876764998577,27.670260029664288,11.10060209535399
2021-04-01,1.857359635811836,2.0360357072581587,,0.7109433245630226,1.2773161440124878,4.891604696864398,31.077815854750018,12.784057318204825
2021-07-01,1.8786039453717753,1.9897540266295504,,0.7728301678950593,1.1502494251367639,5.008748567908723,32.156102048251185,13.329574001881964
2021-10-01,1.9198786039453717,1.9198193932137497,,0.8030188525466335,1.2868126980360808,4.502963137435235,40.41196898240873,15.930774805693078
2022-01-01,2.2634294385432474,1.8893113129935206,,0.8543395368616901,1.4022521223172715,5.674661292612706,39.78895124077552,14.634193273269263
2022-04-01,2.1757207890743553,1.891604051557422,,0.8513207479891521,1.3975709237190317,6.0959242853783975,31.20061075488043,12.219045507332494
2022-07-01,2.254628224582701,1.951634715744062,,0.8090565894769484,1.4358956732944943,6.889677571314559,31.582164055792745,11.104062685133691
2022-10-01,2.3083459787556904,2.0356764241619967,,0.9086791692345235,1.330628145301576,6.9810973306504644,29.74150717366103,11.46621202848976
2023-01-01,2.4801213960546282,2.4302258672210626,1.0,1.0037735656832918,1.3862609734648514,8.511511924583075,37.803920926923354,13.8186508408018
2023-04-01,2.5602427921092565,2.962878399801947,1.131129476584022,1.2650566353222972,1.5629057235380124,10.660209929873004,44.52983494470977,16.358275626596857
2023-07-01,2.762670713201821,3.360458214050203,1.421487603305785,1.334760349408416,1.5270411317563561,8.10024794850521,39.357886549295735,15.199569826880259
2023-10-01,2.7723823975720787,3.6637658379868583,1.2727272727272727,1.5483846319704928,2.039818460804802,9.44945203733759,44.31724802076832,18.13854771537524
2024-01-01,3.3672230652503794,4.29284551467378,1.765840220385675,1.7862261629058755,1.9249787384835635,8.840673284031904,39.52225346880357,20.331245584356488
2024-04-01,3.402124430955994,5.017675030226998,1.856749311294766,1.8040120888454207,2.0915443563555196,10.798335146466739,48.60897347517205,21.637767472968335
2024-07-01,3.919575113808801,5.477709924778453,1.7267217630853995,1.460365382654651,2.039881289070943,10.380822876373129,53.83629580039681,20.869253033854736
2024-10-01,3.9635811836115327,6.080514269363117,2.6391184573002753,1.5096346467946182,2.562060806551091,12.058976278477333,57.92497289802859,20.48337754753496
2025-01-01,4.321699544764795,6.926148704175206,3.2804407713498622,1.5915875058371238,2.984692508918072,14.097614833918989,51.43766811929181,18.27917762794585
2025-04-01,4.352048558421851,7.044513120014704,3.652892561983471,1.6241886427858563,2.8661121641005325,14.101020877609233,47.96447626718647,22.35101073283423
