Date,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,9766_T_コナミ_四半期足
2001-04-01,1.0,1.0,1.0
2001-07-01,0.8627036519891703,0.885126333108436,0.6955240472659415
2001-10-01,0.8817842931152662,0.8798421457571346,0.6225030167334229
2002-01-01,0.8182758665285388,1.0174344187588036,0.5969327174387069
2002-04-01,0.6796160485772401,0.8372639229194039,0.4458570183226809
2002-07-01,0.5394937581582319,0.6180644626729637,0.5412938048971068
2002-10-01,0.43040327475386503,0.37269954902169666,0.46714412550889584
2003-01-01,0.42429490801461134,0.25536649976918435,0.29621758464083975
2003-04-01,0.44414754587451566,0.298553626173313,0.42316784012008735
2003-07-01,0.38843012762852824,0.38356190002722435,0.6386296635342538
2003-10-01,0.4777457481313273,0.34844716688564564,0.5557031727425408
2004-01-01,0.4899870538587127,0.3163703230235669,0.5445168368718507
2004-04-01,0.5850800515705056,0.2869405442515063,0.4646670778875588
2004-07-01,0.5601306565785172,0.24547250926221845,0.46468249367669634
2004-10-01,0.5497666974228572,0.275193423528994,0.44815613510783825
2005-01-01,0.5632807653698079,0.3047955683391925,0.44242961893168115
2005-04-01,0.5651982035054922,0.31090815903791297,0.48470613876700724
2005-07-01,0.6266579913100755,0.3261221310796255,0.47486144268745883
2005-10-01,0.7770561197163534,0.3639456458695833,0.5275135211120731
2006-01-01,0.8251874916104277,0.33320814838488216,0.5843622900897252
2006-04-01,1.0540787480372302,0.38544824402542527,0.5593037417216713
2006-07-01,1.1815081117408524,0.6112477066392055,0.6537130975807466
2006-10-01,1.7466418298164395,0.6497177893777445,0.6435939471818439
2007-01-01,1.8965601973271993,0.5251199412899636,0.6470991580182314
2007-04-01,2.9401702754277066,0.6912498372453629,0.5521774186191168
2007-07-01,3.6062079044152897,0.9483781589195459,0.6980882623515597
2007-10-01,2.6405304751630756,0.7459802800563429,0.6589621904298115
2008-01-01,2.9174225271777545,0.9062345797379354,0.7714680845552372
2008-04-01,2.7119710555854595,0.9817545304972598,0.7092527564130182
2008-07-01,1.629984030268016,0.6314541860492644,0.3595704182260309
2008-10-01,1.460736266632536,0.47797582945681377,0.38344398185238654
2009-01-01,1.396937254249639,0.5018716664891162,0.3095471480423846
2009-04-01,1.353115792374754,0.564974302522401,0.4292756556854529
2009-07-01,1.2426350369943904,0.46019080761810066,0.3614015675893122
2009-10-01,1.366899084761772,0.4441375898109679,0.32292692096880943
2010-01-01,1.7347253148124282,0.5703684764982304,0.40321851045386947
2010-04-01,1.3315190599933018,0.39838604216232854,0.2922127091228376
