Date,1305_T_TOPIX(ETF)_四半期足,1329_T_iシェアーズ・コア 日経225(ETF)_四半期足,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,9766_T_コナミ_四半期足
2005-07-01,,,1.0,1.0,1.0
2005-10-01,,,1.2399999196769176,1.115979395416036,1.1108784829147091
2006-01-01,,,1.316805855093717,1.021727974876986,1.2305945477373805
2006-04-01,,,1.6820635975216887,1.1819142231293909,1.1778247675794655
2006-07-01,,,1.8854115209692013,1.8742913930444887,1.3766395921672172
2006-10-01,,,2.787232187065574,1.9922540168941627,1.3553296147360594
2007-01-01,,,3.026466742514606,1.6101948466276117,1.3627110629101111
2007-04-01,,,4.691825003542822,2.1196058206988297,1.1628184672780624
2007-07-01,,,5.754666340784446,2.908046684081237,1.4700878624273261
2007-10-01,1.0,1.0,4.213668292061612,2.287428033334372,1.3876935495701892
2008-01-01,1.0187140344472838,1.026674602799106,4.655525281403313,2.7788222488506404,1.6246168110762653
2008-04-01,0.962280556200843,0.9916460713094116,4.327670556025063,3.0103901190175604,1.4935992355667118
2008-07-01,0.6447243885441211,0.6324931339097087,2.601073403248839,1.9362520293285916,0.7572109212350855
2008-10-01,0.5905482914634012,0.5950462663375272,2.330994066992893,1.4656350158511535,0.807486039436504
2009-01-01,0.6313259549331298,0.6470760966419713,2.229184990369836,1.5389077743118427,0.6518683486318215
2009-04-01,0.6939487715572075,0.7672578630123219,2.1592572926187104,1.7324016487194704,0.9040017199327021
2009-07-01,0.6568121328775761,0.736479686568185,1.9829554419175186,1.4111004264924216,0.7610670559254515
2009-10-01,0.6640937399749998,0.7540671006090368,2.1812507566147494,1.3618759392161737,0.6800444836372553
2010-01-01,0.7318139028086594,0.8192878952100809,2.768215410442345,1.7489419010787108,0.8491286511208361
2010-04-01,0.6225879157955287,0.7078997551276328,2.1247923791754375,1.2215855866509846,0.6153641554519286
2010-07-01,0.5956455823626368,0.6763887226504863,1.8309975094107096,1.1793141814494987,0.6621341442016164
2010-10-01,0.6706473522937201,0.7533344868149351,1.9717750425855771,1.3088986713829664,0.7662636353860822
2011-01-01,0.6335104370623569,0.7284185933005233,1.7266832132216383,1.4202986278236482,0.7534575352230698
2011-04-01,0.6189470016261241,0.732082792609035,1.1017372161511358,1.9111018360621272,0.9555127057074605
2011-07-01,0.5665186008694787,0.665396407144101,1.0837784092702016,1.9741372150328946,1.2365143062941617
2011-10-01,0.5592368278410159,0.6492745839671391,0.9221546695537077,1.6148556792177886,0.958870780069232
2012-01-01,0.6094808017787807,0.7144952977943221,0.9810362222677387,1.7696787677382602,1.1235198757507563
2012-04-01,0.539576156815894,0.647809033448842,0.7918880571624953,1.5395086124347612,0.8121372280685196
2012-07-01,0.5504987887034148,0.6617324499918217,0.9258301677432829,1.4876013164369055,0.8942152775399336
2012-10-01,0.6990461177667895,0.825150339687528,0.8027480247693437,1.4396773921427983,0.946039854250191
2013-01-01,0.8738075089326209,1.0340027588465202,0.9795860320454675,1.594832994542652,1.1004658432378676
2013-04-01,0.8417679952211861,1.0222777896964925,1.134930729947486,1.7309650441892874,1.0757024271685227
2013-07-01,0.9014195400391597,1.076128295073036,1.0069997263277837,1.8361089688462682,1.1809052587561248
2013-10-01,0.921973030675118,1.1238957003029557,1.1102581325686576,2.021422568107336,1.2283011634793362
2014-01-01,0.8874724277923428,1.0834150332277332,0.9896160900903692,1.8057020202892737,1.171082878940607
