Date,1305_T_TOPIX(ETF)_四半期足,1329_T_iシェアーズ・コア 日経225(ETF)_四半期足,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,9766_T_コナミ_四半期足
2020-01-01,1.0,1.0,1.0,1.0,1.0
2020-04-01,1.0006425497827707,1.075967585966681,1.0400893837420626,1.2534140310167645,0.9441997852843524
2020-07-01,1.0873938400754513,1.1468491781604715,1.2935820096401736,1.752443686930664,1.2013824563783082
2020-10-01,1.249485794343223,1.378725731138735,1.3753104943997188,2.008452834224917,1.8891515509806969
2021-01-01,1.324297458829945,1.4471563398317586,1.454944694946218,2.1711536691797906,1.9311070253321196
2021-04-01,1.3019853060158615,1.372520495140774,1.308962742061235,1.837835530254477,1.7889397659240407
2021-07-01,1.4064623994914065,1.4631319770001625,1.1787478458696232,1.8818478141123942,1.8634944580378512
2021-10-01,1.3365739825116836,1.3696106840722693,1.318694729123729,1.6918179989308662,1.824795621973417
2022-01-01,1.3522905302545638,1.3633533649587255,1.4369944451520251,2.1320391971942,2.419952598076213
2022-04-01,1.3516217094198217,1.4139386014464475,1.4321971539431502,2.2903125953641315,2.3597547325590336
2022-07-01,1.391940355460425,1.4143546710716486,1.4714712659166957,2.588535561130661,1.9830992364046283
2022-10-01,1.4275695750844992,1.4032452859847082,1.3635957381069996,2.6228829504902853,1.9345088122560685
2023-01-01,1.5060227041238918,1.485161958006996,1.4206067943186969,3.197878183016723,2.0519803966485703
2023-04-01,1.6639562388860796,1.7095425057557547,1.6016280682327724,4.005170372968507,2.444279724438535
2023-07-01,1.6690189586224822,1.603831673122289,1.5648748515843558,3.043361217808607,2.397006685276174
2023-10-01,1.8919287473211819,1.89017658319667,2.0903570670599705,3.550273565803606,2.8211352986295113
2024-01-01,2.0524516826477868,2.0095965930292596,1.9726718832020107,3.321548362823386,2.9728039632635856
2024-04-01,2.0622653606666317,2.05283532724562,2.1433641923369504,4.05706550528222,3.5503135655517175
2024-07-01,2.031291004879084,2.067294204370514,2.090421222905127,3.9002010431286886,4.403502470365359
2024-10-01,2.1163749998036216,2.0926909390679405,2.625538307638265,4.530703819835082,4.475383573685258
2025-01-01,2.0455908359588384,1.9047551023069846,3.059758959670032,5.3021480488386326,6.394641345543208
2025-04-01,2.1013601771698798,1.9951674778298227,3.010616592608552,5.282932726119961,6.160537768028235
