Date,1305_T_TOPIX(ETF)_四半期足,1329_T_iシェアーズ・コア 日経225(ETF)_四半期足,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,9766_T_コナミ_四半期足
2007-10-01,1.0,1.0,1.0,1.0,1.0
2008-01-01,1.0187140344472838,1.0266746026434004,1.1048627843283587,1.2148239019349454,1.1707316875397011
2008-04-01,0.962280556200843,0.9916460711546111,1.0270553484663771,1.3160589426847804,1.0763177763774465
2008-07-01,0.6447243885441211,0.632493133864948,0.6172942963140123,0.8464756054012886,0.5456614837401361
2008-10-01,0.5905482914634012,0.5950462663299044,0.553198283639079,0.6407349190849536,0.5818907493564461
2009-01-01,0.6313259549331298,0.6470760966459221,0.5290366578141744,0.6727677338414817,0.46974949824745166
2009-04-01,0.6939487715572075,0.7672578630235022,0.5124412134402386,0.7573578811981934,0.6514418981141037
2009-07-01,0.6568121328775761,0.736479686518154,0.47060074606568575,0.6168939113837246,0.5484402922829591
2009-10-01,0.6640937399749998,0.7540671006102235,0.5176607662079479,0.5953743328182326,0.49005379022471196
2010-01-01,0.7318139028086594,0.8192878951837465,0.6569609230174941,0.7645888201034623,0.6118992564200051
2010-04-01,0.6225879157955287,0.7078997551145106,0.5042619000594954,0.534043287416691,0.4434438393422853
2010-07-01,0.5956455823626368,0.6763887225916734,0.43453764807738615,0.5155634032037365,0.4771472378802218
2010-10-01,0.6706473522937201,0.7533344868058063,0.46794738121658147,0.5722141428314104,0.5521850524010992
2011-01-01,0.6335104370623569,0.7284185932765366,0.40978147626728056,0.6209151095141936,0.5429567179702165
2011-04-01,0.6189470016261241,0.7320827926262913,0.26146747674152854,0.8354806394832557,0.6885617548654109
2011-07-01,0.5665186008694787,0.6653964071243261,0.257205440521267,0.863037956282806,0.8910571838264636
2011-10-01,0.5592368278410159,0.6492745839606988,0.21884842508628677,0.7059700483183384,0.6909816510757892
2012-01-01,0.6094808017787807,0.7144952977965312,0.23282236623038716,0.7736544022146168,0.8096311149523931
2012-04-01,0.539576156815894,0.6478090334011019,0.18793317420224598,0.6730304035797915,0.585242489827861
2012-07-01,0.5504987887034148,0.6617324499876431,0.21972070499415222,0.6503379755595794,0.6443895900625173
2012-10-01,0.6990461177667895,0.8251503396352061,0.19051049326348013,0.6293869670051162,0.6817354267757519
2013-01-01,0.8738075089326209,1.0340027591298382,0.2324782028739589,0.6972166867334717,0.7930179134858091
2013-04-01,0.8417679952211861,1.0222777894892283,0.2693450578645812,0.7567298376010845,0.7751728957028737
2013-07-01,0.9014195400391597,1.076128295096905,0.23898410043926144,0.8026958409571389,0.850984180997229
2013-10-01,0.921973030675118,1.1238957001447385,0.263489685379445,0.8837097992371453,0.8851386272277322
2014-01-01,0.8874724277923428,1.0834150331480699,0.234858565387021,0.7894027676390375,0.8439059757129569
2014-04-01,0.9733570061615726,1.1864572374032853,0.2520246595317064,0.8391009439298703,0.8746922613088552
2014-07-01,1.025114879589376,1.2515944684670472,0.2604436328808915,0.7684442379828278,0.8005443790892668
2014-10-01,1.092018717021206,1.3511868319410254,0.24994722068303823,0.8874925974030077,0.8030893523451794
2015-01-01,1.2369771789510946,1.4903706174875093,0.44884024727067445,1.0134575263159558,0.8075578666315829
2015-04-01,1.2704289870463168,1.571433519495609,0.48175210856860384,1.2270075811441554,0.9461111529498671
2015-07-01,1.2216627396320756,1.4687595598471765,0.4309160780606949,1.1653313866952342,1.0123459355382909
2015-10-01,1.1311133972720937,1.3527853574770248,0.3684245157731695,1.2072103980811708,1.0152823066964163
2016-01-01,1.0624467084812885,1.2925765972599728,0.3376171212359803,1.1642200333077362,1.2658995071822503
2016-04-01,1.0254722950475117,1.2873101584404514,0.47907985141320236,0.9666609784384547,1.4704337223932205
2016-07-01,1.115896193541964,1.3499049596275214,0.5667421950436256,1.2604812873092468,1.5344386062768203
2016-10-01,1.2191629332182878,1.4764583830711149,0.5150583254853672,1.110523664609424,1.6732597338372635
2017-01-01,1.2391997699089592,1.490184597848389,0.6350273979289539,1.128590362245333,1.7303397686520636
2017-04-01,1.2908331950574674,1.5504853182950233,0.8486655461997223,1.2849214550487764,2.146592121828691
2017-07-01,1.441812741291386,1.7263234502057156,0.9944768427640662,1.3604027265573893,2.0647751111680526
2017-10-01,1.5013012312083098,1.811498807221728,1.0891563676365195,1.9688163745129452,2.3425817706389034
2018-01-01,1.4660777220986958,1.7648714991027217,1.0589011050058892,2.007074639034518,2.034256109339637
2018-04-01,1.422244272613635,1.7740039007607833,0.8430843163970445,2.7619940400008844,1.9851014385988777
2018-07-01,1.3719113043285878,1.7221037755446988,0.8096973561459804,2.249053384021767,1.6431139359648097
2018-10-01,1.308138585603823,1.6375599487444845,0.7790688087750712,2.2356200642769783,1.9099771648236723
2019-01-01,1.365534021394042,1.7569207742841413,0.8929814503422707,2.422891705615229,1.9451157058962272
2019-04-01,1.296978174537329,1.701278457109192,0.9423304691235379,2.216873686572305,1.7836631336624595
2019-07-01,1.4221978119226983,1.826676847151199,0.913618044133653,2.5004250370524863,1.8469796883594929
2019-10-01,1.4384889213376255,1.8498283799279964,0.9644796047852068,3.029342030002243,1.6417598806558213
2020-01-01,1.2674341530326663,1.6276776554162193,1.0781506971533346,3.233389393982486,1.3212062657315553
2020-04-01,1.2682485425723735,1.7513283974077065,1.121373094183287,4.052775634158442,1.2474826724200756
2020-07-01,1.378200090708968,1.8667007810321974,1.3946763455185645,5.666332830873174,1.5872740289069878
2020-10-01,1.5836409694797509,2.2441210648752374,1.482791968339354,6.494110092496911,2.4959588660721823
2021-01-01,1.6784598280954435,2.3555040377322753,1.5686496371758105,7.020185246632094,2.5513907016670214
2021-04-01,1.65018064359119,2.2340209412577594,1.411259092901061,5.942437911409005,2.3635584277551844
2021-07-01,1.7825984800716823,2.3815072257407257,1.2708678117923258,6.08474676324014,2.462060554115638
2021-10-01,1.6940195134901934,2.229284706852345,1.421751641537176,5.470306374291736,2.410931409430789
2022-01-01,1.7139392028672884,2.219099808659747,1.5492965628461248,6.893712927762661,3.197256535351648
2022-04-01,1.7130915164990763,2.30143626699922,1.5441243599848289,7.405472454754884,3.117722738246685
2022-07-01,1.7641927454949722,2.3021134947478923,1.5864677711891852,8.369743429306382,2.620083136705258
2022-10-01,1.8093504352924257,2.284030997137122,1.4701616956753776,8.48080191377278,2.555885163865627
2023-01-01,1.9087846104492305,2.4173649333118785,1.5316282056754666,10.339985400214255,2.711089357210413
2023-04-01,2.108954966315999,2.782584137352897,1.7267964183455118,12.950275405049249,3.2293976871287917
2023-07-01,2.1153716302171484,2.6105209769034494,1.687170912193394,9.840371883719973,3.1669402515873077
2023-10-01,2.3978951094591756,3.076598188456141,2.253719929150107,11.479416893405762,3.727301633025773
2024-01-01,2.6013473600371686,3.2709754703555824,2.126837566129029,10.739859247953026,3.92768722305545
2024-04-01,2.6137855507251184,3.3413541922924734,2.310869598221577,13.118072575471727,4.690696528118668
2024-07-01,2.5745275943317956,3.3648885831980504,2.2537890988192886,12.610868687251731,5.817935055011095
2024-10-01,2.6823659553756127,3.406226280780336,2.8307259567829814,14.649529678330692,5.912904819105043
2025-01-01,2.592651688624874,0.31003273186714225,3.2988812554894063,17.143909266439767,8.44864021283775
2025-04-01,2.66333565636788,0.32474895220643596,3.2458983781823068,17.081778645759265,8.139341099394795
