,1540_T_純金上場信託ETF_日足,7974_T_任天堂_日足,AAPL_アップル_日足
2025-01-01,1.0,1.0,1.0
2025-01-02,1.0,1.0,1.0
2025-01-03,1.0,1.0,0.9979905280835243
2025-01-06,1.0051751592356688,1.009702315325248,1.0047159488253317
2025-01-07,1.009952229299363,0.981587651598677,0.9932745165327616
2025-01-08,1.0143312101910829,1.0054024255788314,0.9952838629983748
2025-01-09,1.0230891719745223,1.019625137816979,0.9952838629983748
2025-01-10,1.0230891719745223,1.019625137816979,0.971293769100286
2025-01-13,1.0135350318471337,1.0288864388092613,0.9612465976942006
2025-01-14,1.017515923566879,1.0545755237045205,0.9566535907141774
2025-01-15,1.0119426751592357,1.0573318632855568,0.9754766144851714
2025-01-16,1.01671974522293,1.0122381477398015,0.9360671668936178
2025-01-17,1.01671974522293,1.0122381477398015,0.9431207043664491
2025-01-20,1.0203025477707006,0.9971334068357222,0.9431207043664491
2025-01-21,1.0310509554140128,1.036824696802646,0.9130202125802502
2025-01-22,1.0378184713375795,1.0539140022050717,0.9179002511338092
2025-01-23,1.0374203821656052,1.0904079382579934,0.9172031834159983
2025-01-24,1.0374203821656052,1.0904079382579934,0.9135943384527533
2025-01-27,1.0270700636942676,1.1300992282249174,0.9426285606326288
2025-01-28,1.0318471337579618,1.12348401323043,0.9770759875319407
2025-01-29,1.0294585987261147,1.149393605292172,0.9815870123732814
2025-01-30,1.0398089171974523,1.1278941565600882,0.9743283627401655
2025-01-31,1.0398089171974523,1.1278941565600882,0.9678080541586429
2025-02-03,1.0541401273885351,1.1466372657111357,0.9350419824447828
2025-02-04,1.055732484076433,1.1797133406835723,0.9546852039551896
2025-02-05,1.0529458598726114,1.2127894156560088,0.9533319027753308
2025-02-06,1.046576433121019,1.191289966923925,0.9564075815726986
2025-02-07,1.046576433121019,1.191289966923925,0.9334836318300704
2025-02-10,1.0545382165605095,1.2056229327453143,0.9345920529262136
2025-02-11,1.0680732484076434,1.2105843439911796,0.9549958830163181
2025-02-12,1.0812101910828025,1.2403528114663727,0.9724437771573676
2025-02-13,1.0788216560509554,1.2398015435501655,0.9915749082468074
2025-02-14,1.0788216560509554,1.2398015435501655,1.004178454604696
2025-02-17,1.070063694267516,1.2624035281146637,1.004178454604696
2025-02-18,1.0740445859872612,1.296582138919515,1.0036447866353684
2025-02-19,1.0704617834394905,1.2668136714443219,1.005286875700839
2025-02-20,1.070063694267516,1.262954796030871,1.0092281027244354
2025-02-21,1.070063694267516,1.262954796030871,1.008078596470804
2025-02-24,1.0668789808917198,1.24696802646086,1.0144419660232646
2025-02-25,1.0573248407643312,1.2243660418963616,1.0141955805291984
2025-02-26,1.0505573248407643,1.256890848952591,0.9867715828957033
2025-02-27,1.0346337579617835,1.2304299889746417,0.9742091216953029
2025-02-28,1.0346337579617835,1.2304299889746417,0.9928475445220408
2025-03-03,1.0402070063694266,1.227122381477398,0.9772060173509834
2025-03-04,1.0537420382165605,1.2320837927232635,0.9685847204487479
2025-03-05,1.0481687898089171,1.2552370452039692,0.967804729710785
2025-03-06,1.0370222929936306,1.1394707828004411,0.9661214927623949
2025-03-07,1.0370222929936306,1.1394707828004411,0.98147567473276
2025-03-10,1.0322452229299364,1.1085997794928335,0.9338941697777959
2025-03-11,1.0429936305732483,1.1201764057331862,0.9066343873233912
2025-03-12,1.0477707006369428,1.1223814773980154,0.8907875598157552
