Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-10-01,1129.9319512311868,1178.95286017831,1039.8560310408482,1150.153076171875,1476000,0.0,0.0
2001-01-01,1140.348840204209,1357.470223474984,1104.195733004185,1216.74560546875,8850000,6.0,0.0
2001-04-01,1254.8458815478066,1530.14964175017,1229.0361229655305,1358.0849609375,8720330,0.0,0.0
2001-07-01,1339.6494475135255,1375.9060151297174,793.9571871396673,1171.6248779296875,10704000,6.0,0.0
2001-10-01,1182.730580446065,1470.8555306993392,1170.3911899354125,1197.5377197265625,12388000,0.0,0.0
2002-01-01,1201.2396501813614,1326.4844621930802,1077.8386532582567,1111.288818359375,15035000,8.0,0.0
2002-04-01,1120.5801869130505,1188.0999438912277,869.0842975795669,922.9761962890624,15307000,0.0,0.0
2002-07-01,924.215433727976,984.9212749280427,631.8339692847447,732.6784057617188,14223000,7.0,0.0
2002-10-01,752.5984130859375,844.7279877399428,574.5643466547275,584.5242919921875,16044000,0.0,0.0
2003-01-01,586.3918411434015,635.5691686910626,532.8572070514687,576.2285766601562,15538000,7.0,0.0
2003-04-01,571.2124244438803,669.0268844636215,501.61354506597615,603.1901245117188,22663000,0.0,0.0
2003-07-01,609.460524455468,654.6057484892063,514.8858818008514,527.5211181640625,22191000,7.0,0.0
2003-10-01,527.5211461110455,718.9449598392238,527.5211461110455,648.8193969726562,16656000,0.0,0.0
2004-01-01,657.032223806444,739.8772664699227,615.3359480648812,665.4442138671875,18984000,7.0,0.0
2004-04-01,665.4440464380033,836.5762663112849,646.3586531367222,794.58837890625,16231000,0.0,0.0
2004-07-01,788.8628620102215,866.9096267995361,722.699928444069,760.7052001953125,13295000,7.0,0.0
2004-10-01,770.3019301816643,831.7213096062956,727.4362530941215,746.6298217773438,15589000,0.0,0.0
2005-01-01,756.2266367900013,809.2544552547373,712.7212126768709,764.9830932617188,15229000,20.0,0.0
2005-04-01,764.3319509239394,809.9055577505434,729.8265941008862,767.5873413085938,9840000,0.0,0.0
2005-07-01,774.7488292825633,914.5570506403996,724.6180226819268,851.0552368164062,19736000,7.0,0.0
2005-10-01,862.184281089089,1121.4290453435174,757.4390381321762,1055.30859375,19532000,0.0,0.0
2006-01-01,1063.81901003947,1217.3997134254091,999.6625405109356,1120.6748046875,24850000,32.0,0.0
2006-04-01,1121.3420903945394,1487.5623013655493,1116.6726111365017,1431.528564453125,25720000,0.0,0.0
2006-07-01,1434.864398802952,1689.5698210117318,1400.8439039917246,1604.5894775390625,28827000,7.0,0.0
2006-10-01,1606.5961655379203,2392.162715766595,1603.9196204891275,2372.088623046875,48261000,0.0,0.0
2007-01-01,2402.199491658788,2592.7254193018352,1985.9966811131387,2575.6904296875,59273000,62.0,0.0
2007-04-01,2572.283655503217,4183.794622740241,2568.8766572840077,3993.002685546875,55445000,0.0,0.0
2007-07-01,3890.7908311530728,4904.3686829890175,3134.437447163596,4897.5380859375,54435000,14.0,0.0
2007-10-01,4911.677463427186,4924.860382080078,3210.3801990327383,3586.06298828125,42601000,0.0,0.0
2008-01-01,3620.21767449871,4125.3914540205205,3152.253243869286,3962.10791015625,32632000,112.0,0.0
2008-04-01,3895.3538690889272,4380.640608559554,3683.087158203125,3683.087158203125,2776000,0.0,0.0
2008-07-01,3672.8333694140274,3829.573993133664,1614.8373374656176,2213.656005859375,23815000,66.0,0.0
2008-10-01,2238.410470145089,2602.63843165107,1911.9490193982504,1983.8045654296875,277636000,0.0,0.0
2009-01-01,1881.254954542312,2209.967020234719,1778.3517230062569,1897.1605224609373,29374000,78.0,0.0
2009-04-01,1928.2224063015385,2025.9107715017012,1831.8402830697669,1837.6468505859373,23608000,0.0,0.0
2009-07-01,1857.968564503364,1874.6612508250737,1588.5494459069291,1687.6044921875,17655000,27.0,0.0
2009-10-01,1678.7998544198497,1938.543611331985,1477.020952194647,1856.3646240234373,17429000,0.0,0.0
2010-01-01,1852.6964089142689,2468.2685717657,1760.2450237565668,2355.904296875,20040000,66.0,0.0
2010-04-01,2355.903919773031,2389.613196844505,1789.5885368795955,1808.31591796875,29733000,0.0,0.0
2010-07-01,1803.8216867047156,1871.2398150441284,1519.0968534665135,1558.2799072265625,11456000,14.0,0.0
2010-10-01,1558.2797569861775,1856.673788767317,1538.6882319950555,1678.0894775390625,14300000,0.0,0.0
2011-01-01,1692.406585120916,2018.6808733477,1461.0965512057985,1469.50244140625,19849000,31.0,0.0
2011-04-01,1485.549926173744,1524.522686582623,848.2309146498701,937.6390380859376,37266000,0.0,0.0
2011-07-01,949.8658512400156,1040.8020623354987,823.7774639072702,922.3556518554688,17910000,0.0,0.0
