Date,始値,高値,安値,終値,出来高,配当,株式分割
2006-01-04 00:00:00+09:00,945.9805855790664,947.2899012684492,942.7072963556094,945.325927734375,226000,0.0,0.0
2006-01-05 00:00:00+09:00,954.4913391153462,1002.9360298523391,950.5633912177523,994.4254760742188,920000,0.0,0.0
2006-01-06 00:00:00+09:00,993.7707972726422,994.42545524186,975.4403741345434,983.950927734375,710000,0.0,0.0
2006-01-09 00:00:00+09:00,983.950927734375,983.950927734375,983.950927734375,983.950927734375,0,0.0,0.0
2006-01-10 00:00:00+09:00,1018.6471679364989,1022.5751133141462,991.1515502929688,991.1515502929688,689000,0.0,0.0
2006-01-11 00:00:00+09:00,991.8068441424894,999.0080819547451,976.7497105350457,994.4254760742188,505000,0.0,0.0
2006-01-12 00:00:00+09:00,1005.5542368762152,1010.1368408203125,1003.5902637573164,1010.1368408203125,246000,0.0,0.0
2006-01-13 00:00:00+09:00,1000.9718407771292,1036.3233642578125,999.0078672504245,1036.3233642578125,613000,0.0,0.0
2006-01-16 00:00:00+09:00,1035.01397421372,1051.3804190937599,1028.4673962617042,1042.2152099609375,491000,0.0,0.0
2006-01-17 00:00:00+09:00,1029.1220847389916,1029.1220847389916,1002.9357721502131,1008.1730346679688,513000,0.0,0.0
2006-01-18 00:00:00+09:00,1004.2453349190755,1004.2453349190755,970.8577781518833,977.4043579101562,517000,0.0,0.0
2006-01-19 00:00:00+09:00,973.476420620384,1002.9360298523391,973.476420620384,994.4254760742188,455000,0.0,0.0
2006-01-20 00:00:00+09:00,1046.7979788208008,1091.969373779297,1028.4675576782226,1047.45263671875,508000,0.0,0.0
2006-01-23 00:00:00+09:00,1034.3593315435724,1078.221404463458,1025.1941222767305,1059.236328125,366000,0.0,0.0
2006-01-24 00:00:00+09:00,1059.8911443810096,1076.2575919471153,1053.3445653545673,1063.819091796875,388000,0.0,0.0
2006-01-25 00:00:00+09:00,1048.1075277645991,1069.0565851590195,1048.1075277645991,1061.8553466796875,312000,0.0,0.0
2006-01-26 00:00:00+09:00,1072.984211017134,1076.2575002514752,1064.473659007846,1067.7469482421875,191000,0.0,0.0
2006-01-27 00:00:00+09:00,1077.5667870626494,1112.9183098459928,1076.9121292333284,1094.587890625,533000,0.0,0.0
2006-01-30 00:00:00+09:00,1117.5007636256473,1121.4287100707286,1102.4436355861687,1106.37158203125,363000,0.0,0.0
2006-01-31 00:00:00+09:00,1062.5094623423688,1071.6746702738494,1052.6895967014966,1055.3082275390625,647000,0.0,0.0
2006-02-01 00:00:00+09:00,1063.8189655330166,1065.7829390078466,1039.5966260101109,1048.107177734375,325000,0.0,0.0
2006-02-02 00:00:00+09:00,1074.293654722326,1074.293654722326,1064.4737858491785,1068.4017333984375,421000,0.0,0.0
2006-02-03 00:00:00+09:00,1059.8907198427335,1059.8907198427335,1051.3801705172514,1056.617431640625,232000,0.0,0.0
2006-02-06 00:00:00+09:00,1056.6176332162593,1057.272290981573,1044.1791356752997,1051.38037109375,279000,0.0,0.0
2006-02-07 00:00:00+09:00,1064.473760059734,1072.3296549679242,1054.6538914244968,1065.12841796875,404000,0.0,0.0
2006-02-08 00:00:00+09:00,1071.6746702738494,1092.6237169743767,1047.4523350263646,1055.3082275390625,524000,0.0,0.0
2006-02-09 00:00:00+09:00,1066.4372962469504,1072.9838726511675,1053.9988010789382,1056.617431640625,245000,0.0,0.0
2006-02-10 00:00:00+09:00,1059.891118480541,1063.1644079137732,1046.1433028609663,1060.5457763671875,227000,0.0,0.0
2006-02-13 00:00:00+09:00,1047.4524349369085,1050.7257237960864,1014.7195463451302,1037.632568359375,354000,0.0,0.0
2006-02-14 00:00:00+09:00,1038.2874393281943,1050.7259395471324,999.6626228588605,1033.704833984375,336000,0.0,0.0
2006-02-15 00:00:00+09:00,1027.813105294475,1033.0503695252748,1013.4106286597753,1027.158447265625,290000,0.0,0.0
2006-02-16 00:00:00+09:00,1030.4313739918584,1079.530708838993,1029.122058395935,1072.984130859375,625000,0.0,0.0
2006-02-17 00:00:00+09:00,1080.8403675921431,1099.1707917548204,1065.1285754527057,1085.4229736328125,767000,0.0,0.0
2006-02-20 00:00:00+09:00,1094.5878004896017,1132.5579514635233,1088.6958805108898,1113.5728759765625,565000,0.0,0.0
2006-02-21 00:00:00+09:00,1106.3717940188053,1148.9245553272208,1088.6960316291556,1148.2698974609375,549000,0.0,0.0
2006-02-22 00:00:00+09:00,1135.1763261004191,1145.6508481405615,1123.392488805259,1127.3204345703125,356000,0.0,0.0
2006-02-23 00:00:00+09:00,1163.3267499685692,1171.8373001934378,1150.2335957764637,1159.3988037109375,314000,0.0,0.0
