Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-12-31,327.349985816262,378.2514919532737,203.54341832602896,295.47412109375,466770400,2.5,0.0
2002-12-31,295.4740929589257,329.6037052120783,147.44201835201116,153.0963897705078,503514400,2.5,0.0
2003-12-31,153.09640917050177,157.1230075090656,74.08619377392681,114.9080581665039,842159200,2.5,0.0
2004-12-31,114.90807892555414,118.7383482230726,78.045913627864,86.38262176513672,792091200,2.5,0.0
2005-12-31,86.38265048217772,128.03624015407743,84.69756797790527,125.0565185546875,679332000,2.5,0.0
2006-12-31,125.05653351981242,224.54237707178075,100.28693727903728,196.9911651611328,908242400,3.125,0.0
2007-12-31,196.99116084450168,315.8906240844726,151.62349242803333,266.0376892089844,1610128000,3.75,0.0
2008-12-31,266.03768438886306,338.86319144112724,147.5398259591023,188.05209350585935,838788800,4.375,0.0
2009-12-31,188.05210834468176,193.13969043416716,124.2614499234605,146.68020629882812,1582051200,3.75,0.0
2010-12-31,146.68025926541452,184.78566710170972,112.1899598972258,127.96510314941406,1151706400,4.375,0.0
2011-12-31,127.96514368736506,230.13747518031545,117.67697119562882,182.578857421875,1668600800,5.0,0.0
2012-12-31,182.5788180379473,199.4343169765128,128.49222200619778,135.276611328125,1439993600,5.0,0.0
2013-12-31,135.27659619372824,211.29681069331943,135.27659619372824,198.6632080078125,1298800000,5.0,0.0
2014-12-31,198.6631530897823,245.30214451467555,165.80652513987255,195.39561462402344,1258701600,5.0,0.0
2015-12-31,195.3956087682804,336.5204889618743,183.02198816896748,320.32373046875,1215417600,5.0,0.0
2016-12-31,320.3236872585291,326.014439474943,212.74667918925385,306.94195556640625,1408075200,6.25,0.0
2017-12-31,306.94189677669056,416.3691836057009,237.8062284345833,407.2557678222656,1373781600,6.25,0.0
2018-12-31,407.2557951081387,698.6641963721702,407.2557951081387,501.02435302734375,1226005200,8.125,2.0
2019-12-31,501.0243626148404,740.0005559637996,471.0367166019816,709.5574951171875,781535200,10.0,0.0
2020-12-31,709.5574362408311,1667.8765391791044,562.0255893943583,1587.32568359375,746460400,12.5,0.0
2021-12-31,1587.325583936955,1806.594396456866,1262.0656136043667,1294.5733642578125,558893200,15.25,2.0
2022-12-31,1294.5733886186274,2189.3795369222494,1157.3715560730047,2043.7445068359373,493672400,25.5,0.0
2023-12-31,2043.7451264880951,3213.500948791504,1929.664341517857,2236.7900390625,513217800,28.5,0.0
2024-12-31,2236.7897517161205,3628.2670916542634,2214.205834117582,3454.261474609375,453901200,39.5,2.0
2025-12-31,3454.261385313071,4216.0,3207.6704746747173,3960.0,186024600,22.0,0.0
