Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-05-01 00:00:00+09:00,698.8648719064633,705.9399943442115,674.4950057319973,705.1538696289062,26490,0.0,0.0,0.0
2009-06-01 00:00:00+09:00,719.3043173513105,750.7493148311491,705.154068485383,731.09619140625,146390,0.0,0.0,0.0
2009-07-01 00:00:00+09:00,727.165482370477,746.818603515625,657.9864959395559,746.818603515625,77810,0.0,0.0,0.0
2009-08-01 00:00:00+09:00,750.7493090038457,771.9746821379858,738.1713101095405,760.9689331054688,33950,0.0,0.0,0.0
2009-09-01 00:00:00+09:00,757.8246765136719,764.1136779785156,711.4432907104492,716.9461669921875,29060,0.0,0.0,0.0
2009-10-01 00:00:00+09:00,716.1596939035995,724.0209419157137,683.9285770539315,706.7261962890625,73850,0.0,0.0,0.0
2009-11-01 00:00:00+09:00,698.8650068474944,710.6568798539201,640.6917666824612,664.2755126953125,384110,0.0,0.0,0.0
2009-12-01 00:00:00+09:00,660.345021022185,729.5240232245092,657.9866459471058,720.8766479492188,32120,0.0,0.0,0.0
2010-01-01 00:00:00+09:00,724.8070667169251,757.0381835665931,707.512321090274,706.7261962890625,109990,0.0,0.0,0.0
2010-02-01 00:00:00+09:00,705.9402309145246,723.2349804469517,687.0732314246042,704.3679809570312,57870,0.0,0.0,0.0
2010-03-01 00:00:00+09:00,701.2233123933581,779.8357913612234,701.2233123933581,777.4774169921875,135860,0.0,0.0,0.0
2010-04-01 00:00:00+09:00,778.263695477719,796.3445692110398,766.4718213038142,780.6220703125,403840,0.0,0.0,0.0
2010-05-01 00:00:00+09:00,781.4080904024141,787.6970891179266,673.7089873992645,698.078857421875,1806230,0.0,0.0,0.0
2010-06-01 00:00:00+09:00,698.0787875441697,715.3735322806243,662.7031733105124,667.419921875,1597520,0.0,0.0,0.0
2010-07-01 00:00:00+09:00,661.1310078795527,689.4315028660734,646.1946355255557,669.7783813476562,1418000,0.0,0.0,0.0
2010-08-01 00:00:00+09:00,669.7784693571513,679.998093889596,629.6860961914062,629.6860961914062,1391050,0.0,0.0,0.0
2010-09-01 00:00:00+09:00,632.8305666982842,788.4833023582348,629.6860669879821,657.200439453125,1729520,0.0,0.0,0.0
2010-10-01 00:00:00+09:00,665.0617150699392,673.7090896157658,644.6224661434399,641.4779663085938,722400,0.0,0.0,0.0
2010-11-01 00:00:00+09:00,641.4779061153017,697.2927729464126,633.6166572658495,683.9286499023438,742530,0.0,0.0,0.0
2010-12-01 00:00:00+09:00,691.7898357912308,721.6625787003976,680.784088403643,713.8013305664062,1680190,0.0,0.0,0.0
2011-01-01 00:00:00+09:00,719.3042602539062,742.1018816171447,713.8013861317452,719.3042602539062,1117090,0.0,0.0,0.0
2011-02-01 00:00:00+09:00,724.021095395462,771.1885934668276,719.3043455883254,752.3215942382812,1331820,0.0,0.0,0.0
2011-03-01 00:00:00+09:00,756.252043362918,761.7549168593218,552.6457239959785,693.362060546875,4020410,0.0,0.0,0.0
2011-04-01 00:00:00+09:00,691.0038576335576,698.0789824557442,658.7727334435964,679.9981079101562,1710270,0.0,0.0,0.0
2011-05-01 00:00:00+09:00,686.2870034231266,692.5760023090202,649.3391349685024,669.7783813476562,3426940,0.0,0.0,0.0
2011-06-01 00:00:00+09:00,669.7784074449595,679.2119061413673,641.4779113557358,678.42578125,1263570,0.0,0.0,0.0
2011-07-01 00:00:00+09:00,682.3562923292109,704.3677856301532,665.8476723535042,667.419921875,1206350,0.0,0.0,0.0
2011-08-01 00:00:00+09:00,669.7783879545547,679.2118863764498,586.4491518944809,610.0328979492188,3798750,0.0,0.0,0.0
2011-09-01 00:00:00+09:00,613.1773733753437,628.8998701285576,578.587880518273,607.6744995117188,3407880,0.0,0.0,0.0
2011-10-01 00:00:00+09:00,607.6745391296544,622.610912018999,578.5879182398779,611.6051635742188,1729260,0.0,0.0,0.0
2011-11-01 00:00:00+09:00,605.3161769357288,608.4606765561741,563.6515569648279,582.5185546875,1129210,0.0,0.0,0.0
